book_id,average_number_of_adjectives,total_number_of_proper_nouns,total_number_of_adjectives,average_verb_phrases,total_number_of_noun_phrases,average_words,total_number_of_prepositional_phrases,average_syllables,total_number_of_verb_phrases,total_number_of_conjunctions,average_word_length,count_number_unique_words,length_of_document,average_number_of_common_proper_nouns,total_number_of_common_and_proper_nouns,ratio_of_common_to_proper_nouns,average_number_of_proper_nouns,average_number_of_conjunctions,average_prepositional_phrases,average_noun_phrases
12805,0.5537856847331403,3854,2677,0.0024824162184526274,41.0,13.478071990070335,19.0,1.3057111721639831,12.0,7114,3.6395100762819825,3953,286777,2.4311129499379396,11752,2.0492994291645044,0.7972693421597021,1.4716590815059991,0.003930492345883326,0.00848158874637981
6083,0.6736897550697919,2978,2558,0.0031603897814063736,33.0,14.386094284961812,17.0,1.309680726420621,12.0,6076,3.6899165202108963,4051,244977,2.668949170397682,10134,2.4029550033579583,0.784303397419015,1.6002106926520938,0.004477218856992362,0.008691071898867527
6905,1.3841991341991342,2798,3837,0.006132756132756133,47.0,22.524170274170274,12.0,1.3486073962554255,17.0,8790,3.8950782388647758,6236,296976,4.621572871572871,12811,3.578627591136526,1.0093795093795095,3.170995670995671,0.004329004329004329,0.016955266955266956
6973,1.0754214729370009,2675,3636,0.018633540372670808,201.0,19.947944395149364,76.0,1.3405640234861516,63.0,8808,3.8377023901310716,6071,313386,3.9621413782904464,13396,4.007850467289719,0.7911860396332446,2.6051464063886423,0.022478556640047324,0.05944986690328305
6149,1.2095588235294117,3272,3619,0.05213903743315508,428.0,21.70822192513369,174.0,1.3399793690628319,156.0,8711,3.8298101645856106,6479,302644,4.5494652406417115,13612,3.1601466992665035,1.0935828877005347,2.9114304812834226,0.05815508021390375,0.14304812834224598
13783,0.8488063660477454,2594,2880,0.002652519893899204,87.0,16.47509578544061,11.0,1.317602862254025,9.0,7117,3.7364758497316637,5611,253361,3.312702623047451,11240,3.33307632999229,0.7645151783082818,2.09755378720896,0.0032419687592101384,0.02564102564102564
19930,0.7844827586206896,2919,2457,0.005747126436781609,47.0,17.041187739463602,15.0,1.2890225394862571,18.0,7155,3.6530455473741403,4324,238541,3.200191570881226,10023,2.433710174717369,0.9319923371647509,2.2844827586206895,0.004789272030651341,0.015006385696040868
6573,0.7104532839962997,2882,2304,0.0018501387604070306,20.0,17.21677459142769,6.0,1.2580864706093062,6.0,7007,3.5354085324354334,4133,239988,3.261794634597595,10578,2.6703678001387927,0.8886833179155104,2.160653715695344,0.0018501387604070306,0.006167129201356768
22644,0.785805138641567,3290,3089,0.0025438819638768763,65.0,15.437802085983211,19.0,1.2645915038064792,10.0,6720,3.580545760142372,4893,265938,2.862375985754261,11252,2.4200607902735563,0.8369371661154923,1.7094886797252606,0.004833375731366065,0.016535232765199696
16544,0.7724274406332454,1651,2342,0.005606860158311346,62.0,15.848284960422163,20.0,1.27807375343378,17.0,6352,3.619703654374428,3781,213769,2.4732849604221636,7499,3.5420956995760147,0.5445250659630607,2.094986807387863,0.006596306068601583,0.020448548812664908
6339,0.6652161299680882,2509,2293,0.012184508268059183,104.0,14.47780678851175,37.0,1.281715258992085,42.0,5768,3.584250075142771,4669,220504,2.6344647519582245,9081,2.619370267038661,0.7278793153466783,1.6733391354801277,0.010733971569480708,0.03017116333043226
20434,1.1665594855305466,2813,3628,0.005787781350482315,72.0,23.060771704180063,27.0,1.2902438684309596,18.0,9225,3.6734617047086546,5426,322920,4.0495176848874594,12594,3.4770707429790257,0.9045016077170418,2.9662379421221865,0.008681672025723473,0.02315112540192926
8067,1.3337268791814247,2407,3389,0.02833530106257379,150.0,26.772136953955137,49.0,1.2824572234962075,72.0,9055,3.6688275416005176,5112,305872,4.463990554899646,11343,3.7125051931865394,0.9472648563557654,3.5635576544667456,0.01928374655647383,0.0590318772136954
12112,0.9892648015614834,3363,3041,0.008132726089785295,76.0,19.803513337670786,40.0,1.2921184046257967,25.0,7364,3.6494020632104607,5526,269932,3.932010409889395,12087,2.594112399643176,1.0940143135979181,2.3955757970071567,0.013012361743656473,0.0247234873129473
5707,0.6237864077669902,1935,2056,0.01911407766990291,119.0,15.000910194174757,36.0,1.2575693222498634,63.0,5929,3.525979410634468,3801,213001,2.276395631067961,7503,2.877519379844961,0.5870752427184466,1.7988470873786409,0.010922330097087379,0.03610436893203883
5981,0.7591656131479141,1778,2402,0.01359039190897598,102.0,14.799304677623262,48.0,1.290998398291511,43.0,5722,3.6534970635344366,4183,208615,2.5600505689001265,8100,3.5556805399325087,0.5619469026548672,1.8084702907711758,0.015170670037926675,0.032237673830594185
20327,0.643979057591623,2029,2091,0.017246689251616876,139.0,14.51955651370496,45.0,1.2682999257609502,56.0,5753,3.625877611623714,3904,208579,2.3960578995996302,7780,2.834401182848694,0.6248845087773329,1.7717893440098553,0.013858946720049276,0.04280874653526332
12526,0.6350502512562815,3074,2022,0.002512562814070352,46.0,15.836683417085426,20.0,1.2934316991908614,8.0,6184,3.6776733301602413,4030,225531,3.066896984924623,9765,2.1766428106701365,0.9654522613065326,1.9422110552763818,0.00628140703517588,0.014447236180904523
6338,0.5293398533007335,2518,1732,0.02750611246943765,226.0,15.371943765281173,94.0,1.2777899278286975,90.0,6094,3.596755273674374,3763,219859,2.748166259168704,8992,2.5710881652104844,0.769559902200489,1.8624694376528117,0.028728606356968216,0.06907090464547677
18952,1.3089257081774452,2117,2449,0.03955104222340994,217.0,24.696419027258152,90.0,1.2989806739238643,74.0,6166,3.7137446707208865,4699,210168,4.580438268305719,8570,3.048181388757676,1.13148049171566,3.2955638695884555,0.048102618920363445,0.11598075895243186
7356,0.49952380952380954,2967,2098,0.01380952380952381,162.0,14.753333333333334,61.0,1.234006842682848,58.0,7392,3.4805693628558516,4090,262322,2.6285714285714286,11040,2.7209302325581395,0.7064285714285714,1.76,0.014523809523809524,0.03857142857142857
22991,0.7309010773751224,3303,2985,0.026689520078354553,316.0,15.931439764936338,109.0,1.3300750030738964,109.0,7735,3.760282183696053,5262,296709,2.9784524975514204,12164,2.682712685437481,0.808765915768854,1.8939764936336925,0.026689520078354553,0.07737512242899118
6904,0.6318603996622573,3131,2245,0.008443568815085843,82.0,16.32535885167464,47.0,1.2870146886421625,30.0,7538,3.631749534514861,4419,257790,3.0588235294117645,10868,2.4710954966464387,0.8812271320011258,2.1215873909372363,0.013228257810301155,0.02307908809456797
6108,0.5521327014218009,2919,1864,0.008886255924170616,95.0,15.276954976303317,35.0,1.2678429471643238,30.0,6128,3.579408628211343,4009,224156,2.9037322274881516,9803,2.3583418979102433,0.8646327014218009,1.8151658767772512,0.010367298578199052,0.028139810426540283
2191,0.6774020397208803,3185,2524,0.010466988727858293,164.0,16.972624798711756,71.0,1.2894528779253638,39.0,8113,3.662333965844402,4648,282988,3.217391304347826,11988,2.7638932496075355,0.8548040794417606,2.17740203972088,0.0190552871712292,0.0440150295222759
13859,0.6197718631178707,5298,3097,0.05003001801080648,661.0,14.890534320592355,250.0,1.3051150413933985,250.0,8595,3.679013009353833,6204,332485,3.0596357814688813,15289,1.8858059645149112,1.060236141685011,1.7200320192115268,0.05003001801080648,0.13227936762057235
20208,0.6528742016106637,3250,2351,0.004720910858094974,102.0,16.97889475145793,44.0,1.2815786460803715,17.0,7945,3.6261919170442094,4787,270144,3.276589836156623,11799,2.6304615384615384,0.9025270758122743,2.2063315745626215,0.012218828103304638,0.02832546514856984
22674,1.1993115318416523,2596,3484,0.0017211703958691911,29.0,23.5487091222031,10.0,1.3001505649841396,5.0,9266,3.738411612507126,5676,313420,4.210671256454389,12232,3.711864406779661,0.893631669535284,3.189672977624785,0.0034423407917383822,0.009982788296041309
11469,0.6424645646514319,2395,2221,0.005785363031530229,67.0,15.436505640728956,38.0,1.2853046997976163,20.0,6629,3.6187129900307324,4389,235475,2.853630315302285,9865,3.1189979123173277,0.6927972230257449,1.9175585768006942,0.010992189759907435,0.019380966155626265
20710,0.804627668241812,4609,4938,0.011243278474824833,305.0,16.005866058334693,153.0,1.2448996212892454,69.0,13827,3.536130227633669,6188,430476,2.937754603226332,18029,2.911694510739857,0.7510184129053283,2.253055238715985,0.024930747922437674,0.04969854978002281
12947,1.2603219034289712,1129,1801,0.00979706088173548,51.0,22.788663400979708,16.0,1.3187471211423307,14.0,4269,3.8060801473975125,3732,152085,4.069279216235129,5815,4.150575730735164,0.7900629811056683,2.98740377886634,0.01119664100769769,0.03568929321203639
12945,1.094176851186197,1459,1522,0.09705248023005032,375.0,20.02803738317757,154.0,1.3196453569762017,135.0,3684,3.7627337664668508,4156,127991,4.162473040977714,5790,2.9684715558601784,1.0488856937455069,2.648454349388929,0.11071171818835371,0.2695902228612509
12946,0.940848990953375,1302,1352,0.08907446068197634,333.0,18.87821851078636,119.0,1.3259731642583308,128.0,3511,3.8083161309348275,3889,125774,3.9255393180236604,5641,3.3325652841781874,0.906054279749478,2.4432846207376477,0.08281141266527488,0.23173277661795408
12948,1.3797833935018051,1113,1911,0.0368231046931408,148.0,24.36462093862816,65.0,1.349977774485109,51.0,4551,3.8950066676544672,4033,160537,4.535018050541516,6281,4.643306379155436,0.8036101083032491,3.2859205776173286,0.04693140794223827,0.10685920577617329
6827,0.8622208241585404,2673,2741,0.006920415224913495,53.0,17.371815036174898,16.0,1.2760887279311905,22.0,6927,3.6511362607514712,5077,245580,3.2645486001887387,10378,2.8825289936401046,0.8408304498269896,2.1789871028625356,0.0050330292544825414,0.01667190940547342
5602,0.54634487583071,2859,1562,0.05211612451906261,344.0,15.863588667366212,129.0,1.2589628257706045,149.0,4728,3.454403139745116,3800,188491,2.7541098286114027,7874,1.7541098286114025,1.0,1.6537250786988458,0.04512067156348373,0.12032179083595662
21842,1.1685823754789273,3074,3050,0.00842911877394636,130.0,22.71992337164751,32.0,1.306632489586671,22.0,7576,3.745054722676605,5108,271869,4.30727969348659,11242,2.657124268054652,1.1777777777777778,2.9026819923371647,0.012260536398467433,0.04980842911877394
21008,1.102065369961901,3844,5496,0.005013033888109084,110.0,20.18528173250451,54.0,1.307130652467615,25.0,12897,3.6750377493443533,7423,449826,3.9209945859234008,19554,4.0868886576482835,0.7708040906356527,2.586123922197714,0.010828153198315621,0.02205734910767997
18874,1.104485488126649,3336,4186,0.0010554089709762533,19.0,21.744327176781002,9.0,1.2848527502396525,4.0,10204,3.6079042846221987,6460,362565,3.975461741424802,15067,3.5164868105515588,0.8802110817941953,2.6923482849604223,0.00237467018469657,0.005013192612137203
6898,0.907102187593647,2777,3027,0.0026970332634102486,62.0,17.611627210068924,16.0,1.3017015484090522,9.0,7641,3.7291985706993365,5170,268675,3.308061132753971,11039,2.9751530428519986,0.8321845969433623,2.289781240635301,0.00479472580161822,0.0185795624812706
5732,0.5258467023172906,3987,2065,0.0056022408963585435,73.0,14.603259485612426,11.0,1.1857289832074913,22.0,6298,3.278462692032713,2467,230348,2.598675833969952,10205,1.5595685979433158,1.0152788388082505,1.6037687802393685,0.0028011204481792717,0.01858925388337153
19565,0.4555193292966931,5325,1956,0.0006986492780624127,30.0,14.58104331625524,6.0,1.191755442334414,3.0,6712,3.2736100685183116,2550,252902,2.7787610619469025,11932,1.2407511737089203,1.2401024685607824,1.5631113181183045,0.0013972985561248254,0.0069864927806241265
20133,0.5893326955273858,5635,2464,0.0035876584549150922,80.0,14.607988519492944,24.0,1.2187766061955596,15.0,6556,3.3698834239308404,3105,253308,3.047596268835207,12742,1.2612244897959184,1.3477636928964363,1.568045922028223,0.005740253527864147,0.019134178426213823
17096,0.4564952473799659,4950,1873,0.020716548866682914,223.0,14.118693638800877,50.0,1.1809974278858604,85.0,6194,3.270227347269934,2518,234630,2.7075310748233,11109,1.2442424242424241,1.2064343163538873,1.5096271021203997,0.012186205215695833,0.054350475262003414
20134,0.5628294036061027,5192,2029,0.011927877947295423,166.0,16.193342579750347,43.0,1.2438289052195215,43.0,6803,3.4794867841787007,3377,250050,3.3775312066574203,12176,1.345146379044684,1.4402219140083217,1.8871012482662968,0.011927877947295423,0.04604715672676838
17878,0.5900604063701264,4957,2149,0.018396485447556288,169.0,16.10021965952773,25.0,1.208059757491004,67.0,6798,3.3949042413493187,2756,245123,3.2081274025260846,11684,1.3570708089570305,1.3610653487095004,1.8665568369028007,0.006864360241625481,0.04640307523338825
17097,0.5941523605150214,4557,2215,0.010997854077253219,131.0,15.182135193133048,32.0,1.1923532217883708,41.0,6260,3.3342108517818336,2995,233162,2.9348175965665235,10941,1.400921658986175,1.222371244635193,1.6791845493562232,0.008583690987124463,0.035139484978540775
20309,0.6639664804469274,4879,2377,0.004189944134078212,77.0,16.27513966480447,22.0,1.2597614348236505,15.0,7019,3.5544838239080065,3612,255077,3.4779329608938547,12451,1.5519573683131789,1.3628491620111731,1.9606145251396647,0.006145251396648044,0.021508379888268158
18421,0.5429887410440123,4647,2122,0.013817809621289662,126.0,14.292732855680654,41.0,1.2141220280721856,54.0,6086,3.3978981667144086,2827,233620,2.8702661207778917,11217,1.4138153647514526,1.1890992835209826,1.5573183213920163,0.010491299897645854,0.03224155578300921
17095,0.5574043261231281,4895,2010,0.004159733777038269,81.0,15.698003327787022,17.0,1.2083487907855919,15.0,6432,3.3801473316020987,3110,235776,3.098447032723239,11173,1.2825331971399387,1.3574597892401552,1.78369384359401,0.004714364947310039,0.022462562396006656
19555,0.49104196133899103,4515,2083,0.000942951438000943,32.0,13.507307873644507,11.0,1.195347132535167,4.0,6151,3.3166079095256378,2532,234470,2.5443187175860444,10793,1.3904761904761904,1.0643564356435644,1.45002357378595,0.002593116454502593,0.007543611504007544
16956,0.6111872146118722,4963,2677,0.0027397260273972603,51.0,14.100456621004566,15.0,1.2119656735751296,12.0,6802,3.3846826424870464,3163,257090,2.8029680365296805,12277,1.4737054201088051,1.1331050228310502,1.5529680365296803,0.003424657534246575,0.011643835616438357
20106,0.9083769633507853,3044,2082,0.049738219895287955,338.0,18.160122164048865,115.0,1.326958652667996,114.0,5307,3.760613122552435,4406,192594,3.8263525305410124,8770,1.88107752956636,1.3280977312390925,2.3154450261780104,0.05017452006980803,0.1474694589877836
14169,0.8072706289671091,2243,1399,0.015579919215233698,95.0,16.33525678015003,27.0,1.298491645766364,27.0,3375,3.6657246811967927,3185,126607,3.2556260819388343,5642,1.5153811859117254,1.2942873629544143,1.9474899019042125,0.015579919215233698,0.054818234275822275
20832,0.9801255230125523,2353,1874,0.03347280334728033,217.0,19.807008368200837,67.0,1.3715771962715535,64.0,5106,3.8980486388001374,4248,179210,4.180962343096234,7994,2.397365065873353,1.2306485355648535,2.670502092050209,0.0350418410041841,0.11349372384937238
15133,1.0815360336664914,1872,2056,0.016833245660178853,118.0,20.792214623882167,45.0,1.382431817031827,32.0,5747,3.9447705307898597,4419,190032,4.353498158863756,8276,3.4209401709401708,0.9847448711204629,3.023145712782746,0.02367175170962651,0.06207259337190952
10688,1.0838159097836026,4340,3556,0.014934471197805547,121.0,20.991161231331912,51.0,1.3781507724474387,49.0,9444,3.925630154489488,6537,327348,4.494056690033526,14745,2.3974654377880182,1.3227674489484913,2.8783907345321547,0.015544041450777202,0.03687900030478513
11664,1.03008,3621,3219,0.01632,178.0,20.12672,90.0,1.3667641821419485,51.0,8765,3.9064169422538795,6286,297792,4.05888,12684,2.502899751449876,1.15872,2.8048,0.0288,0.05696
18606,0.9082332761578045,3628,3177,0.005431675242995998,65.0,19.459119496855347,26.0,1.3343421284597756,19.0,9507,3.854116471763531,6283,321451,4.093481989708405,14319,2.946802646085998,1.0371640937678674,2.7178387650085765,0.007432818753573471,0.018582046883933678
6895,0.8347355769230769,2681,2778,0.005709134615384615,52.0,19.760516826923077,22.0,1.3140063561577178,19.0,9583,3.787296808235634,5205,305551,3.6541466346153846,12161,3.535994032077583,0.8055889423076923,2.8795072115384617,0.006610576923076923,0.015625
20713,0.6926134481616429,2859,2091,0.01159324279562769,92.0,16.81152699569394,28.0,1.2135595224021751,35.0,5929,3.4165977065847026,3331,213560,2.5382577012255716,7663,1.6803077999300455,0.9470023186485591,1.9638953295793309,0.009274594236502154,0.030473666777078502
12091,0.7767513471901463,2002,2018,0.03233256351039261,207.0,18.830254041570438,67.0,1.2175139510639603,84.0,5901,3.42591116289528,3248,205901,2.630100076982294,6833,2.413086913086913,0.7705927636643572,2.271362586605081,0.025789068514241724,0.07967667436489607
15726,0.6926934097421203,2388,1934,0.0060888252148997134,64.0,17.825573065902578,25.0,1.2273101729992566,17.0,5825,3.423556832566457,3165,208606,2.604942693409742,7273,2.045644891122278,0.8553008595988538,2.0863180515759314,0.008954154727793696,0.022922636103151862
20822,0.7936005625879043,2511,2257,0.0010548523206751054,7.0,17.95604781997187,2.0,1.2155012043002331,3.0,5834,3.4111657234613353,3354,212754,2.7088607594936707,7704,2.068100358422939,0.8829113924050633,2.051336146272855,0.0007032348804500703,0.0024613220815752463
22652,0.7872490313490665,2243,2235,0.03592814371257485,225.0,17.734765762592463,75.0,1.2125364952630637,102.0,5799,3.403503545254126,3217,209656,2.606551602676999,7400,2.299152920196166,0.7900669249735822,2.0426206410707994,0.02641775272983445,0.07925325818950335
8662,1.794392523364486,2954,3264,0.01154480483782298,72.0,28.74436503573392,19.0,1.3502467199632788,21.0,7550,3.9283173315992808,4553,251901,5.8543155579989,10649,2.604942450914015,1.6239692138537658,4.150632215503023,0.010445299615173173,0.03958218801539307
22938,1.2686625194401244,3107,3263,0.00505443234836703,48.0,21.2251166407465,16.0,1.378688794856295,13.0,8037,3.9716619955670347,4743,266612,4.152021772939347,10679,2.4370775667846796,1.20800933125972,3.124805598755832,0.006220839813374806,0.01866251944012442
21049,0.5736339132565548,4978,2341,0.00294045577064445,103.0,14.91227640284244,26.0,1.244261136763232,12.0,6812,3.446275695482853,3151,257982,3.0051457975986278,12264,1.463640016070711,1.2197990688556726,1.6691987258024994,0.006370987503062975,0.02523891203136486
6814,0.5172932330827068,3931,2064,0.0005012531328320802,10.0,14.493984962406016,3.0,1.2175995573308434,2.0,6320,3.3847071639777973,2620,238257,2.488220551378446,9928,1.5255660137369627,0.9852130325814537,1.5839598997493733,0.0007518796992481203,0.002506265664160401
25477,0.5603639045979838,4189,2279,0.008114089009097615,88.0,14.725350381116302,22.0,1.2093908629441625,33.0,6649,3.3765862944162435,2928,248093,2.6537988689451684,10793,1.5765099068990212,1.0299975411851487,1.6348659945906072,0.005409392672731743,0.021637570690926974
10220,0.808641975308642,1458,1048,0.011574074074074073,46.0,16.242283950617285,19.0,1.2733491686460807,15.0,2524,3.5670308788598577,2175,91666,3.2415123456790123,4201,1.8813443072702332,1.125,1.9475308641975309,0.014660493827160493,0.035493827160493825
14859,0.7322320399538993,3509,1906,0.017287744909719554,100.0,16.446023818670763,16.0,1.2188324884954098,45.0,5071,3.4752271718563854,2937,185908,3.524010756819055,9173,1.6141350812197208,1.3480599308490204,1.9481367652708412,0.006146753745678064,0.0384172109104879
23036,0.861031143679665,4140,3290,0.0007851347814708192,22.0,16.549070923841928,9.0,1.3385836733402916,3.0,7486,3.80192617895436,5228,292524,3.54933263543575,13562,2.2758454106280195,1.0834859984297305,1.9591729913635174,0.0023554043444124575,0.0057576550641193405
12776,0.8824695553667516,4333,3116,0.010195412064570943,128.0,17.66270178419711,49.0,1.3844821780749434,36.0,7634,3.881507848702038,5219,292375,3.9045596148399886,13787,2.18186014308793,1.227131124327386,2.161993769470405,0.013877088643443784,0.03625035400736335
22431,0.8710311885361056,5500,3100,0.000561955605507165,20.0,17.567294183759483,10.0,1.3642077988548031,2.0,7494,3.8264610856978343,5422,290229,3.9047485248665357,13897,1.5267272727272727,1.5453779151447036,2.105647653835347,0.0028097780275358245,0.005619556055071649
12774,0.8741412475954933,4359,3181,0.00247320692497939,45.0,16.715031602088487,19.0,1.3623121691381974,9.0,7530,3.8305165554203793,5310,281926,3.6325913712558395,13219,2.032576278963065,1.1978565539983512,2.0692497938994228,0.005221214619400934,0.01236603462489695
10045,0.8101898101898102,3197,2433,0.03596403596403597,332.0,15.858474858474858,129.0,1.340801713457783,108.0,5422,3.7660794154085213,4456,215517,3.184149184149184,9562,1.9909289959336878,1.0646020646020646,1.8055278055278055,0.04295704295704296,0.11055611055611056
10319,0.696058091286307,4462,2684,0.020487551867219917,224.0,15.78838174273859,73.0,1.324457950065703,79.0,7060,3.6881406044678053,4771,270389,3.1654564315352696,12206,1.7355445988346032,1.1571576763485478,1.8309128630705394,0.018931535269709542,0.058091286307053944
12775,0.7464186981653682,4996,2970,0.06282985674792661,602.0,15.899220909776325,223.0,1.3422537660243745,250.0,7459,3.743752272260247,5144,286131,3.3282231716511688,13243,1.650720576461169,1.2555918572505655,1.8745916059311385,0.05604423221915054,0.1512942950490073
7479,1.1008064516129032,3598,2457,0.011200716845878136,168.0,20.538530465949822,30.0,1.3328170673181798,25.0,5743,3.7728938527987435,4644,215592,4.189964157706093,9352,1.5992217898832686,1.6120071684587813,2.5730286738351253,0.013440860215053764,0.07526881720430108
5629,0.9233216671969456,3562,2902,0.003818008272351257,62.0,18.444161629016865,11.0,1.3057961014317752,12.0,6425,3.6549767120924614,4654,256801,3.507476932866688,11024,2.0948905109489053,1.1333121221762648,2.0442252624880686,0.0034998409163219855,0.019726376073814826
16091,0.704979879275654,3367,2803,0.011569416498993963,178.0,15.228370221327967,43.0,1.2970205456827641,46.0,6709,3.608525467397767,5054,265858,2.756539235412475,10960,2.255123255123255,0.846830985915493,1.687374245472837,0.010814889336016096,0.04476861167002012
15653,0.8314606741573034,4430,3108,0.0029427501337613697,56.0,16.78598180845372,16.0,1.340579479169987,11.0,6932,3.732190099767316,5369,282935,3.316479400749064,12397,1.7984198645598195,1.1851257356875335,1.8544676297485285,0.004280363830925628,0.0149812734082397
20699,0.8576140736668499,1990,1560,0.02199010445299615,106.0,17.59758108851017,34.0,1.2263980006248048,40.0,3148,3.428553577007185,3170,133458,3.1286421110500275,5691,1.8597989949748743,1.0940076965365586,1.7306212204507971,0.018691588785046728,0.058273776800439804
25396,0.8535879629629629,1758,1475,0.005208333333333333,52.0,16.29398148148148,9.0,1.2732632476204007,9.0,2989,3.532817161528626,3326,121575,3.013310185185185,5207,1.9618885096700796,1.0173611111111112,1.7297453703703705,0.005208333333333333,0.03009259259259259
10320,0.9287469287469288,1647,1512,0.17936117936117937,562.0,18.603194103194102,161.0,1.258006999933963,292.0,3333,3.491580268110678,3180,128577,3.2635135135135136,5313,2.225865209471767,1.0116707616707616,2.0472972972972974,0.0988943488943489,0.3452088452088452
19247,0.8102808691043986,1946,1529,0.00688924218335983,57.0,17.165871754107048,8.0,1.2327426525067917,13.0,3372,3.4305692763645346,3230,134885,3.0635930047694755,5781,1.9707091469681397,1.0312665606783253,1.7869634340222575,0.0042395336512983575,0.030206677265500796
16390,0.8426829268292683,1710,1382,0.032926829268292684,118.0,17.177439024390242,25.0,1.2441517872989953,54.0,2814,3.4239466117638706,3066,117230,3.1731707317073172,5204,2.0432748538011696,1.0426829268292683,1.7158536585365853,0.01524390243902439,0.07195121951219512
14534,1.1943225806451614,3741,4628,0.0025806451612903226,39.0,22.710967741935484,16.0,1.3011419805692859,10.0,11489,3.643043008919948,5807,389152,4.047741935483871,15685,3.1927292167869554,0.9654193548387097,2.964903225806452,0.004129032258064516,0.010064516129032258
17496,1.2584118438761775,3402,3740,0.006056527590847914,73.0,23.55955585464334,26.0,1.3172853082734686,18.0,9261,3.6764306831003015,4627,312431,4.18842530282638,12448,2.659024103468548,1.1446837146702558,3.1160834454912516,0.008748317631224764,0.02456258411843876
6440,1.2646847278830016,3941,5275,0.016782546152001917,169.0,24.591704627187724,69.0,1.2835861638653823,70.0,12310,3.5727976445813674,5400,447696,3.9139295133061616,16325,3.1423496574473484,0.944857348357708,2.9513306161591943,0.016542795492687605,0.040517861424118916
14875,1.161314229249012,4175,4701,0.00691699604743083,106.0,21.777173913043477,34.0,1.300201919368378,28.0,11168,3.649692583433537,6431,392208,3.9676383399209487,16061,2.846946107784431,1.0313735177865613,2.758893280632411,0.008399209486166008,0.026185770750988144
14488,1.1000454752160074,3425,4838,0.010004547521600727,127.0,22.15143246930423,40.0,1.2887746094311348,44.0,12121,3.5374145470222333,5772,418681,3.4968167348794905,15379,3.49021897810219,0.7787630741246021,2.756025466120964,0.009095043201455207,0.028876762164620283
14566,1.1904971403431588,4927,5412,0.001979762428508579,34.0,22.354157501099866,11.0,1.318474346106158,9.0,13181,3.714599200960422,7470,457446,4.428288605367356,20131,3.085853460523645,1.0838099428068633,2.899472063352398,0.002419709634843819,0.007479102507699076
14909,1.0899368011667476,3750,4484,0.008021390374331552,117.0,21.22459893048128,47.0,1.2943150324102706,33.0,11167,3.611053849149087,5715,384877,3.6086533787068547,14846,2.9589333333333334,0.9115216334467672,2.7143898881866795,0.011424404472532814,0.028439474963539133
18058,1.3885714285714286,3981,4374,0.008571428571428572,92.0,25.998412698412697,33.0,1.3359667867391172,27.0,11158,3.746492459857134,5947,372349,4.783174603174603,15067,2.7847274554132126,1.2638095238095237,3.542222222222222,0.010476190476190476,0.029206349206349208
14874,1.2879983808945557,4743,6364,0.0040477636106051405,75.0,22.00182149362477,35.0,1.2994913118267701,20.0,14111,3.646199556622605,7252,482690,4.085407812183768,20186,3.25595614589922,0.9599271402550091,2.855899615462457,0.007083586318558996,0.015179113539769277
15550,1.0154185022026432,2541,1844,0.007709251101321586,48.0,20.99394273127753,17.0,1.3437901639344263,14.0,5215,3.887711475409836,4441,180751,4.441079295154185,8065,2.1739472648563556,1.399229074889868,2.871696035242291,0.009361233480176211,0.02643171806167401
7434,0.8061613014884043,7634,4658,0.012980269989615784,178.0,18.842506057459328,34.0,1.2136361966345801,75.0,11311,3.353598721434345,4729,440633,3.224472135687089,18631,1.4405292114225832,1.3212184146763586,1.9575977847005885,0.005884389061959155,0.03080650744202146
2770,0.9671321160042965,5692,4502,0.01911922663802363,211.0,20.516004296455424,80.0,1.2404661682477853,89.0,9652,3.401059663671965,4862,388907,3.2996777658431795,15360,1.6985242445537596,1.2227712137486573,2.073469387755102,0.017185821697099892,0.045327604726100965
6418,0.8145566542389366,6942,5025,0.0034041173609985413,55.0,18.632355325012156,14.0,1.251098370496681,21.0,11983,3.4470737669975553,5578,476829,3.130491165504944,19312,1.7819072313454336,1.1253039390500892,1.9424542065164532,0.0022694115739990274,0.008915545469281893
7498,0.766797013864202,8073,4314,0.0035549235691432635,58.0,19.10451475293281,4.0,1.2556241975400533,20.0,11029,3.4402411566587894,5080,444458,3.302701741912549,18581,1.3016226929270407,1.4349448986846782,1.9603626022040526,0.0007109847138286527,0.010309278350515464
5632,0.7883018867924528,5888,4178,0.0009433962264150943,29.0,17.635283018867923,8.0,1.2540789797468626,5.0,9579,3.4750767650614653,5570,390719,3.0347169811320756,16084,1.731657608695652,1.110943396226415,1.8073584905660378,0.0015094339622641509,0.005471698113207547
23540,1.1551724137931034,2903,2144,0.01939655172413793,77.0,20.45635775862069,17.0,1.2767139884636658,36.0,4476,3.6458240050570234,3674,169287,4.109913793103448,7628,1.6276265931794696,1.5641163793103448,2.4116379310344827,0.009159482758620689,0.041487068965517244
5254,0.7235772357723578,2715,1335,0.044986449864498644,164.0,16.604336043360433,48.0,1.284641749632773,83.0,3364,3.67102986779827,3031,136301,3.4444444444444446,6355,1.3406998158379373,1.4715447154471544,1.8233062330623306,0.026016260162601626,0.08888888888888889
22424,0.6932004166046719,5171,4659,0.0038684719535783366,122.0,14.912066656747507,32.0,1.2657846424010217,26.0,10776,3.5478627873563218,6586,432105,2.833358131230472,19043,2.682653258557339,0.7693795566135991,1.6033328373753906,0.0047611962505579525,0.018152060705252195
